QueryID,Model,Run,File,ClassRaw,ClassCanonical,MethodName,Signature,DeclaredUC,CollapsedSourceRows,FirstSourceRow,QueryText
Q001875,Llama4,3,Llama4_run3.json,ServiceProvider,ServiceProvider,updateProfile,+ updateProfile (details : String),19,2,2639,Class: Service Provider. Method: update Profile. Signature: update Profile details String.
Q001876,Llama4,3,Llama4_run3.json,ServiceRequest,ServiceRequest,cancelRequest,+ cancelRequest (),12,1,2643,Class: Service Request. Method: cancel Request. Signature: cancel Request.
Q001877,Llama4,3,Llama4_run3.json,TransportRequest,TransportRequest,scheduleTransport,+ scheduleTransport (),9,1,2644,Class: Transport Request. Method: schedule Transport. Signature: schedule Transport.
Q001878,Llama4,3,Llama4_run3.json,UserAccount,UserAccount,login,+ login (),2,2,2645,Class: User Account. Method: login. Signature: login.
Q001879,Llama4,3,Llama4_run3.json,UserAccount,UserAccount,logout,+ logout (),16,2,2646,Class: User Account. Method: logout. Signature: logout.
Q001880,Llama4,3,Llama4_run3.json,UserAccount,UserAccount,recoverPassword,+ recoverPassword (),3,2,2647,Class: User Account. Method: recover Password. Signature: recover Password.
Q001881,Llama4,3,Llama4_run3.json,UserAccount,UserAccount,registerUser,+ registerUser (),1,2,2648,Class: User Account. Method: register User. Signature: register User.
Q001882,Llama4,3,Llama4_run3.json,UserAccount,UserAccount,verifyEmail,+ verifyEmail (),1,2,2649,Class: User Account. Method: verify Email. Signature: verify Email.
Q001883,Llama4,3,Llama4_run3.json,UserProfile,UserProfile,deactivateAccount,+ deactivateAccount (),15,2,2655,Class: User Profile. Method: deactivate Account. Signature: deactivate Account.
Q001884,Llama4,3,Llama4_run3.json,UserProfile,UserProfile,updateProfile,+ updateProfile (details : String),4,2,2656,Class: User Profile. Method: update Profile. Signature: update Profile details String.
Q001885,Llama4,3,Llama4_run3.json,WasteJourney,WasteJourney,updateTrackingStatus,+ updateTrackingStatus (),10,1,2659,Class: Waste Journey. Method: update Tracking Status. Signature: update Tracking Status.
Q001886,Llama4,4,Llama4_run4.json,Address,Address,updateValidationStatus,+ updateValidationStatus (status : VerificationStatus),4,1,2660,Class: Address. Method: update Validation Status. Signature: update Validation Status status Verification Status.
Q001887,Llama4,4,Llama4_run4.json,CollectionPoint,CollectionPoint,updateDetails,+ updateDetails (),20,1,2661,Class: Collection Point. Method: update Details. Signature: update Details.
Q001888,Llama4,4,Llama4_run4.json,Product,Product,list,+ list (),5,1,2663,Class: Product. Method: list. Signature: list.
Q001889,Llama4,4,Llama4_run4.json,Product,Product,updateListing,+ updateListing (),13,1,2664,Class: Product. Method: update Listing. Signature: update Listing.
Q001890,Llama4,4,Llama4_run4.json,RoleManager,RoleManager,assignRole,+ assignRole (),21,1,2665,Class: Role Manager. Method: assign Role. Signature: assign Role.
Q001891,Llama4,4,Llama4_run4.json,RoleManager,RoleManager,validateRoleTransition,+ validateRoleTransition (),21,1,2666,Class: Role Manager. Method: validate Role Transition. Signature: validate Role Transition.
Q001892,Llama4,4,Llama4_run4.json,SearchFilter,SearchFilter,search,+ search (),14,1,2667,Class: Search Filter. Method: search. Signature: search.
Q001893,Llama4,4,Llama4_run4.json,ServiceProvider,ServiceProvider,updateProfile,+ updateProfile (),19,1,2668,Class: Service Provider. Method: update Profile. Signature: update Profile.
Q001894,Llama4,4,Llama4_run4.json,ServiceRequest,ServiceRequest,cancel,+ cancel (),12,1,2669,Class: Service Request. Method: cancel. Signature: cancel.
Q001895,Llama4,4,Llama4_run4.json,UserAccount,UserAccount,deactivateAccount,+ deactivateAccount (),15,1,2672,Class: User Account. Method: deactivate Account. Signature: deactivate Account.
Q001896,Llama4,4,Llama4_run4.json,UserAccount,UserAccount,lockAccount,+ lockAccount (),2,1,2673,Class: User Account. Method: lock Account. Signature: lock Account.
Q001897,Llama4,4,Llama4_run4.json,UserAccount,UserAccount,login,+ login (),2,1,2674,Class: User Account. Method: login. Signature: login.
Q001898,Llama4,4,Llama4_run4.json,UserAccount,UserAccount,register,+ register (),1,1,2675,Class: User Account. Method: register. Signature: register.
Q001899,Llama4,4,Llama4_run4.json,UserAccount,UserAccount,unlockAccount,+ unlockAccount (),2,1,2676,Class: User Account. Method: unlock Account. Signature: unlock Account.
Q001900,Llama4,4,Llama4_run4.json,UserCredentials,UserCredentials,resetPassword,+ resetPassword (),3,1,2677,Class: User Credentials. Method: reset Password. Signature: reset Password.
Q001901,Llama4,4,Llama4_run4.json,UserCredentials,UserCredentials,validateCredentials,+ validateCredentials (),2,1,2678,Class: User Credentials. Method: validate Credentials. Signature: validate Credentials.
Q001902,Llama4,4,Llama4_run4.json,UserProfile,UserProfile,updateProfile,+ updateProfile (),4,1,2679,Class: User Profile. Method: update Profile. Signature: update Profile.
Q001903,Llama4,4,Llama4_run4.json,UserProfile,UserProfile,verifyEmail,+ verifyEmail (),1,1,2680,Class: User Profile. Method: verify Email. Signature: verify Email.
Q001904,Llama4,4,Llama4_run4.json,WasteJourney,WasteJourney,track,+ track (),10,1,2682,Class: Waste Journey. Method: track. Signature: track.
Q001905,Llama4,4,Llama4_run4.json,WasteJourney,WasteJourney,updateStatus,+ updateStatus (),10,1,2683,Class: Waste Journey. Method: update Status. Signature: update Status.
Q001906,Llama4,5,Llama4_run5.json,Address,Address,updateAddress,+ updateAddress (),4,1,2684,Class: Address. Method: update Address. Signature: update Address.
Q001907,Llama4,5,Llama4_run5.json,CollectionPoint,CollectionPoint,updateLocation,+ updateLocation (),20,1,2685,Class: Collection Point. Method: update Location. Signature: update Location.
Q001908,Llama4,5,Llama4_run5.json,CollectionRequest,CollectionRequest,assignVehicle,+ assignVehicle (),8,1,2686,Class: Collection Request. Method: assign Vehicle. Signature: assign Vehicle.
Q001909,Llama4,5,Llama4_run5.json,Product,Product,listProduct,+ listProduct (),5,1,2688,Class: Product. Method: list Product. Signature: list Product.
Q001910,Llama4,5,Llama4_run5.json,Product,Product,updateListing,+ updateListing (),13,1,2689,Class: Product. Method: update Listing. Signature: update Listing.
Q001911,Llama4,5,Llama4_run5.json,RoleManager,RoleManager,assignRole,+ assignRole (),21,1,2690,Class: Role Manager. Method: assign Role. Signature: assign Role.
Q001912,Llama4,5,Llama4_run5.json,SearchFilter,SearchFilter,searchProducts,+ searchProducts () : List<Product>,14,1,2691,Class: Search Filter. Method: search Products. Signature: search Products List Product.
Q001913,Llama4,5,Llama4_run5.json,ServiceProvider,ServiceProvider,updateProfile,+ updateProfile (),19,1,2692,Class: Service Provider. Method: update Profile. Signature: update Profile.
Q001914,Llama4,5,Llama4_run5.json,ServiceRequest,ServiceRequest,cancel,+ cancel (),12,1,2693,Class: Service Request. Method: cancel. Signature: cancel.
Q001915,Llama4,5,Llama4_run5.json,TransportRequest,TransportRequest,planRoute,+ planRoute (),9,1,2695,Class: Transport Request. Method: plan Route. Signature: plan Route.
Q001916,Llama4,5,Llama4_run5.json,UserAccount,UserAccount,deactivateAccount,+ deactivateAccount (),15,1,2696,Class: User Account. Method: deactivate Account. Signature: deactivate Account.
Q001917,Llama4,5,Llama4_run5.json,UserAccount,UserAccount,login,+ login (),2,1,2697,Class: User Account. Method: login. Signature: login.
Q001918,Llama4,5,Llama4_run5.json,UserAccount,UserAccount,register,+ register (),1,1,2698,Class: User Account. Method: register. Signature: register.
Q001919,Llama4,5,Llama4_run5.json,UserCredentials,UserCredentials,resetPassword,+ resetPassword (),3,1,2699,Class: User Credentials. Method: reset Password. Signature: reset Password.
Q001920,Llama4,5,Llama4_run5.json,UserProfile,UserProfile,updateProfile,+ updateProfile (),4,1,2700,Class: User Profile. Method: update Profile. Signature: update Profile.
Q001921,Llama4,5,Llama4_run5.json,ValidationResult,ValidationResult,validate,+ validate () : ValidationResult,1,1,2701,Class: Validation Result. Method: validate. Signature: validate Validation Result.
Q001922,Llama4,5,Llama4_run5.json,WasteJourney,WasteJourney,updateStatus,+ updateStatus (),10,1,2702,Class: Waste Journey. Method: update Status. Signature: update Status.
Q001923,Llama4,6,Llama4_run6.json,Address,Address,updateAddress,+ updateAddress (),4,1,2703,Class: Address. Method: update Address. Signature: update Address.
Q001924,Llama4,6,Llama4_run6.json,CollectionPoint,CollectionPoint,updateLocation,+ updateLocation (),20,1,2704,Class: Collection Point. Method: update Location. Signature: update Location.
Q001925,Llama4,6,Llama4_run6.json,Product,Product,editListing,+ editListing (),13,1,2706,Class: Product. Method: edit Listing. Signature: edit Listing.
Q001926,Llama4,6,Llama4_run6.json,Product,Product,listProduct,+ listProduct (),5,1,2707,Class: Product. Method: list Product. Signature: list Product.
Q001927,Llama4,6,Llama4_run6.json,RoleManager,RoleManager,assignRole,+ assignRole (),21,1,2708,Class: Role Manager. Method: assign Role. Signature: assign Role.
Q001928,Llama4,6,Llama4_run6.json,SearchFilter,SearchFilter,searchProducts,+ searchProducts () : List<Product>,14,1,2709,Class: Search Filter. Method: search Products. Signature: search Products List Product.
Q001929,Llama4,6,Llama4_run6.json,ServiceProvider,ServiceProvider,updateProfile,+ updateProfile (),19,1,2710,Class: Service Provider. Method: update Profile. Signature: update Profile.
Q001930,Llama4,6,Llama4_run6.json,ServiceRequest,ServiceRequest,cancel,+ cancel (),12,1,2711,Class: Service Request. Method: cancel. Signature: cancel.
Q001931,Llama4,6,Llama4_run6.json,ServiceRequest,ServiceRequest,schedule,+ schedule (),6,1,2712,Class: Service Request. Method: schedule. Signature: schedule.
Q001932,Llama4,6,Llama4_run6.json,UserAccount,UserAccount,deactivateAccount,+ deactivateAccount (),15,1,2713,Class: User Account. Method: deactivate Account. Signature: deactivate Account.
Q001933,Llama4,6,Llama4_run6.json,UserAccount,UserAccount,login,+ login (),2,1,2714,Class: User Account. Method: login. Signature: login.
Q001934,Llama4,6,Llama4_run6.json,UserAccount,UserAccount,register,+ register (),1,1,2715,Class: User Account. Method: register. Signature: register.
Q001935,Llama4,6,Llama4_run6.json,UserCredentials,UserCredentials,resetPassword,+ resetPassword (),3,1,2716,Class: User Credentials. Method: reset Password. Signature: reset Password.
Q001936,Llama4,6,Llama4_run6.json,UserProfile,UserProfile,updateProfile,+ updateProfile (),4,1,2717,Class: User Profile. Method: update Profile. Signature: update Profile.
Q001937,Llama4,6,Llama4_run6.json,ValidationResult,ValidationResult,validate,+ validate () : ValidationResult,1,1,2718,Class: Validation Result. Method: validate. Signature: validate Validation Result.
Q001938,Llama4,6,Llama4_run6.json,WasteJourney,WasteJourney,track,+ track (),10,1,2719,Class: Waste Journey. Method: track. Signature: track.
Q001939,Llama4,7,Llama4_run7.json,CollectionPoint,CollectionPoint,updateLocationDetails,+ updateLocationDetails (point : CollectionPoint),20,1,2720,Class: Collection Point. Method: update Location Details. Signature: update Location Details point Collection Point.
Q001940,Llama4,7,Llama4_run7.json,CollectionRequest,CollectionRequest,scheduleCollection,+ scheduleCollection (provider : ServiceProvider),8,1,2721,Class: Collection Request. Method: schedule Collection. Signature: schedule Collection provider Service Provider.
Q001941,Llama4,7,Llama4_run7.json,NotificationService,NotificationService,sendPasswordResetLink,+ sendPasswordResetLink (user : UserAccount),3,1,2724,Class: Notification Service. Method: send Password Reset Link. Signature: send Password Reset Link user User Account.
Q001942,Llama4,7,Llama4_run7.json,NotificationService,NotificationService,sendVerificationEmail,+ sendVerificationEmail (user : UserAccount),1,1,2725,Class: Notification Service. Method: send Verification Email. Signature: send Verification Email user User Account.
Q001943,Llama4,7,Llama4_run7.json,Product,Product,editProductListing,"+ editProductListing (productId : UUID, product : Product)",13,1,2730,Class: Product. Method: edit Product Listing. Signature: edit Product Listing product Id UUID product Product.
Q001944,Llama4,7,Llama4_run7.json,Product,Product,listProduct,+ listProduct (product : Product),5,1,2731,Class: Product. Method: list Product. Signature: list Product product Product.
Q001945,Llama4,7,Llama4_run7.json,RoleManager,RoleManager,assignRole,"+ assignRole (user : UserAccount, role : UserRole)",21,1,2732,Class: Role Manager. Method: assign Role. Signature: assign Role user User Account role User Role.
Q001946,Llama4,7,Llama4_run7.json,ServiceProvider,ServiceProvider,manageCollectionRequest,+ manageCollectionRequest (request : CollectionRequest),8,1,2734,Class: Service Provider. Method: manage Collection Request. Signature: manage Collection Request request Collection Request.
Q001947,Llama4,7,Llama4_run7.json,ServiceProvider,ServiceProvider,manageTransportRequest,+ manageTransportRequest (request : TransportRequest),9,1,2735,Class: Service Provider. Method: manage Transport Request. Signature: manage Transport Request request Transport Request.
Q001948,Llama4,7,Llama4_run7.json,ServiceProvider,ServiceProvider,updateProfile,+ updateProfile (profile : ServiceProvider),19,1,2736,Class: Service Provider. Method: update Profile. Signature: update Profile profile Service Provider.
Q001949,Llama4,7,Llama4_run7.json,ServiceRequest,ServiceRequest,cancelRequest,+ cancelRequest (requestId : UUID),12,1,2737,Class: Service Request. Method: cancel Request. Signature: cancel Request request Id UUID.
Q001950,Llama4,7,Llama4_run7.json,ServiceRequest,ServiceRequest,submitRequest,+ submitRequest (request : ServiceRequest),6,1,2738,Class: Service Request. Method: submit Request. Signature: submit Request request Service Request.
